datetime,Date,time,Hour,Day
25-01-2015 10:00,25/01/2015,10:00,10,25
25-01-2015 11:00,25/01/2015,11:00,11,25
25-01-2015 12:00,25/01/2015,12:00,12,25
25-01-2015 13:00,25/01/2015,13:00,13,25
25-01-2015 14:00,25/01/2015,14:00,14,25
25-01-2015 15:00,25/01/2015,15:00,15,25
25-01-2015 16:00,25/01/2015,16:00,16,25
25-01-2015 17:00,25/01/2015,17:00,17,25
25-01-2015 18:00,25/01/2015,18:00,18,25
25-01-2015 19:00,25/01/2015,19:00,19,25
25-01-2015 20:00,25/01/2015,20:00,20,25
25-01-2015 21:00,25/01/2015,21:00,21,25
25-01-2015 22:00,25/01/2015,22:00,22,25
25-01-2015 23:00,25/01/2015,23:00,23,25
26-01-2015 00:00,26/01/2015,0:00,0,26
26-01-2015 01:00,26/01/2015,1:00,1,26
26-01-2015 02:00,26/01/2015,2:00,2,26
26-01-2015 03:00,26/01/2015,3:00,3,26
26-01-2015 04:00,26/01/2015,4:00,4,26
26-01-2015 05:00,26/01/2015,5:00,5,26
26-01-2015 06:00,26/01/2015,6:00,6,26
26-01-2015 07:00,26/01/2015,7:00,7,26
26-01-2015 08:00,26/01/2015,8:00,8,26
26-01-2015 09:00,26/01/2015,9:00,9,26
26-01-2015 10:00,26/01/2015,10:00,10,26
26-01-2015 11:00,26/01/2015,11:00,11,26
26-01-2015 12:00,26/01/2015,12:00,12,26
26-01-2015 13:00,26/01/2015,13:00,13,26
26-01-2015 14:00,26/01/2015,14:00,14,26
26-01-2015 15:00,26/01/2015,15:00,15,26
26-01-2015 16:00,26/01/2015,16:00,16,26
26-01-2015 17:00,26/01/2015,17:00,17,26
26-01-2015 18:00,26/01/2015,18:00,18,26
26-01-2015 19:00,26/01/2015,19:00,19,26
26-01-2015 20:00,26/01/2015,20:00,20,26
26-01-2015 21:00,26/01/2015,21:00,21,26
26-01-2015 22:00,26/01/2015,22:00,22,26
26-01-2015 23:00,26/01/2015,23:00,23,26
27-01-2015 00:00,27/01/2015,0:00,0,27
27-01-2015 01:00,27/01/2015,1:00,1,27
27-01-2015 02:00,27/01/2015,2:00,2,27
27-01-2015 03:00,27/01/2015,3:00,3,27
27-01-2015 04:00,27/01/2015,4:00,4,27
27-01-2015 05:00,27/01/2015,5:00,5,27
27-01-2015 06:00,27/01/2015,6:00,6,27
27-01-2015 07:00,27/01/2015,7:00,7,27
27-01-2015 08:00,27/01/2015,8:00,8,27
27-01-2015 09:00,27/01/2015,9:00,9,27
27-01-2015 10:00,27/01/2015,10:00,10,27
27-01-2015 11:00,27/01/2015,11:00,11,27
27-01-2015 12:00,27/01/2015,12:00,12,27
27-01-2015 13:00,27/01/2015,13:00,13,27
27-01-2015 14:00,27/01/2015,14:00,14,27
27-01-2015 15:00,27/01/2015,15:00,15,27
27-01-2015 16:00,27/01/2015,16:00,16,27
27-01-2015 17:00,27/01/2015,17:00,17,27
27-01-2015 18:00,27/01/2015,18:00,18,27
27-01-2015 19:00,27/01/2015,19:00,19,27
27-01-2015 20:00,27/01/2015,20:00,20,27
27-01-2015 21:00,27/01/2015,21:00,21,27
27-01-2015 22:00,27/01/2015,22:00,22,27
27-01-2015 23:00,27/01/2015,23:00,23,27
28-01-2015 00:00,28/01/2015,0:00,0,28
28-01-2015 01:00,28/01/2015,1:00,1,28
28-01-2015 02:00,28/01/2015,2:00,2,28
28-01-2015 03:00,28/01/2015,3:00,3,28
28-01-2015 04:00,28/01/2015,4:00,4,28
28-01-2015 05:00,28/01/2015,5:00,5,28
28-01-2015 06:00,28/01/2015,6:00,6,28
28-01-2015 07:00,28/01/2015,7:00,7,28
28-01-2015 08:00,28/01/2015,8:00,8,28
28-01-2015 09:00,28/01/2015,9:00,9,28
28-01-2015 10:00,28/01/2015,10:00,10,28
28-01-2015 11:00,28/01/2015,11:00,11,28
28-01-2015 12:00,28/01/2015,12:00,12,28
28-01-2015 13:00,28/01/2015,13:00,13,28
28-01-2015 14:00,28/01/2015,14:00,14,28
28-01-2015 15:00,28/01/2015,15:00,15,28
28-01-2015 16:00,28/01/2015,16:00,16,28
28-01-2015 17:00,28/01/2015,17:00,17,28
28-01-2015 18:00,28/01/2015,18:00,18,28
28-01-2015 19:00,28/01/2015,19:00,19,28
28-01-2015 20:00,28/01/2015,20:00,20,28
28-01-2015 21:00,28/01/2015,21:00,21,28
28-01-2015 22:00,28/01/2015,22:00,22,28
28-01-2015 23:00,28/01/2015,23:00,23,28
29-01-2015 00:00,29/01/2015,0:00,0,29
29-01-2015 01:00,29/01/2015,1:00,1,29
29-01-2015 02:00,29/01/2015,2:00,2,29
29-01-2015 03:00,29/01/2015,3:00,3,29
29-01-2015 04:00,29/01/2015,4:00,4,29
29-01-2015 05:00,29/01/2015,5:00,5,29
29-01-2015 06:00,29/01/2015,6:00,6,29
29-01-2015 07:00,29/01/2015,7:00,7,29
29-01-2015 08:00,29/01/2015,8:00,8,29
29-01-2015 09:00,29/01/2015,9:00,9,29
29-01-2015 10:00,29/01/2015,10:00,10,29
29-01-2015 11:00,29/01/2015,11:00,11,29
29-01-2015 12:00,29/01/2015,12:00,12,29
29-01-2015 13:00,29/01/2015,13:00,13,29
29-01-2015 14:00,29/01/2015,14:00,14,29
29-01-2015 15:00,29/01/2015,15:00,15,29
29-01-2015 16:00,29/01/2015,16:00,16,29
29-01-2015 17:00,29/01/2015,17:00,17,29
29-01-2015 18:00,29/01/2015,18:00,18,29
29-01-2015 19:00,29/01/2015,19:00,19,29
29-01-2015 20:00,29/01/2015,20:00,20,29
29-01-2015 21:00,29/01/2015,21:00,21,29
29-01-2015 22:00,29/01/2015,22:00,22,29
29-01-2015 23:00,29/01/2015,23:00,23,29
30-01-2015 00:00,30/01/2015,0:00,0,30
30-01-2015 01:00,30/01/2015,1:00,1,30
30-01-2015 02:00,30/01/2015,2:00,2,30
30-01-2015 03:00,30/01/2015,3:00,3,30
30-01-2015 04:00,30/01/2015,4:00,4,30
30-01-2015 05:00,30/01/2015,5:00,5,30
30-01-2015 06:00,30/01/2015,6:00,6,30
30-01-2015 07:00,30/01/2015,7:00,7,30
30-01-2015 08:00,30/01/2015,8:00,8,30
30-01-2015 09:00,30/01/2015,9:00,9,30
30-01-2015 10:00,30/01/2015,10:00,10,30
30-01-2015 11:00,30/01/2015,11:00,11,30
30-01-2015 12:00,30/01/2015,12:00,12,30
30-01-2015 13:00,30/01/2015,13:00,13,30
30-01-2015 14:00,30/01/2015,14:00,14,30
30-01-2015 15:00,30/01/2015,15:00,15,30
30-01-2015 16:00,30/01/2015,16:00,16,30
30-01-2015 17:00,30/01/2015,17:00,17,30
30-01-2015 18:00,30/01/2015,18:00,18,30
30-01-2015 19:00,30/01/2015,19:00,19,30
30-01-2015 20:00,30/01/2015,20:00,20,30
30-01-2015 21:00,30/01/2015,21:00,21,30
30-01-2015 22:00,30/01/2015,22:00,22,30
30-01-2015 23:00,30/01/2015,23:00,23,30
31-01-2015 00:00,31/01/2015,0:00,0,31
31-01-2015 01:00,31/01/2015,1:00,1,31
31-01-2015 02:00,31/01/2015,2:00,2,31
31-01-2015 03:00,31/01/2015,3:00,3,31
31-01-2015 04:00,31/01/2015,4:00,4,31
31-01-2015 05:00,31/01/2015,5:00,5,31
31-01-2015 06:00,31/01/2015,6:00,6,31
31-01-2015 07:00,31/01/2015,7:00,7,31
31-01-2015 08:00,31/01/2015,8:00,8,31
31-01-2015 09:00,31/01/2015,9:00,9,31
31-01-2015 10:00,31/01/2015,10:00,10,31
31-01-2015 11:00,31/01/2015,11:00,11,31
31-01-2015 12:00,31/01/2015,12:00,12,31
31-01-2015 13:00,31/01/2015,13:00,13,31
31-01-2015 14:00,31/01/2015,14:00,14,31
31-01-2015 15:00,31/01/2015,15:00,15,31
31-01-2015 16:00,31/01/2015,16:00,16,31
31-01-2015 17:00,31/01/2015,17:00,17,31
31-01-2015 18:00,31/01/2015,18:00,18,31
31-01-2015 19:00,31/01/2015,19:00,19,31
31-01-2015 20:00,31/01/2015,20:00,20,31
31-01-2015 21:00,31/01/2015,21:00,21,31
31-01-2015 22:00,31/01/2015,22:00,22,31
31-01-2015 23:00,31/01/2015,23:00,23,31
01-02-2015 00:00,01/02/2015,0:00,0,01
01-02-2015 01:00,01/02/2015,1:00,1,01
01-02-2015 02:00,01/02/2015,2:00,2,01
01-02-2015 03:00,01/02/2015,3:00,3,01
01-02-2015 04:00,01/02/2015,4:00,4,01
01-02-2015 05:00,01/02/2015,5:00,5,01
01-02-2015 06:00,01/02/2015,6:00,6,01
01-02-2015 07:00,01/02/2015,7:00,7,01
01-02-2015 08:00,01/02/2015,8:00,8,01
01-02-2015 09:00,01/02/2015,9:00,9,01
01-02-2015 10:00,01/02/2015,10:00,10,01
01-02-2015 11:00,01/02/2015,11:00,11,01
01-02-2015 12:00,01/02/2015,12:00,12,01
01-02-2015 13:00,01/02/2015,13:00,13,01
01-02-2015 14:00,01/02/2015,14:00,14,01
01-02-2015 15:00,01/02/2015,15:00,15,01
01-02-2015 16:00,01/02/2015,16:00,16,01
01-02-2015 17:00,01/02/2015,17:00,17,01
01-02-2015 18:00,01/02/2015,18:00,18,01
01-02-2015 19:00,01/02/2015,19:00,19,01
01-02-2015 20:00,01/02/2015,20:00,20,01
01-02-2015 21:00,01/02/2015,21:00,21,01
01-02-2015 22:00,01/02/2015,22:00,22,01
01-02-2015 23:00,01/02/2015,23:00,23,01
02-02-2015 00:00,02/02/2015,0:00,0,02
02-02-2015 01:00,02/02/2015,1:00,1,02
02-02-2015 02:00,02/02/2015,2:00,2,02
02-02-2015 03:00,02/02/2015,3:00,3,02
02-02-2015 04:00,02/02/2015,4:00,4,02
02-02-2015 05:00,02/02/2015,5:00,5,02
02-02-2015 06:00,02/02/2015,6:00,6,02
02-02-2015 07:00,02/02/2015,7:00,7,02
02-02-2015 08:00,02/02/2015,8:00,8,02
02-02-2015 09:00,02/02/2015,9:00,9,02
02-02-2015 10:00,02/02/2015,10:00,10,02
02-02-2015 11:00,02/02/2015,11:00,11,02
02-02-2015 12:00,02/02/2015,12:00,12,02
02-02-2015 13:00,02/02/2015,13:00,13,02
02-02-2015 14:00,02/02/2015,14:00,14,02
02-02-2015 15:00,02/02/2015,15:00,15,02
02-02-2015 16:00,02/02/2015,16:00,16,02
02-02-2015 17:00,02/02/2015,17:00,17,02
02-02-2015 18:00,02/02/2015,18:00,18,02
02-02-2015 19:00,02/02/2015,19:00,19,02
02-02-2015 20:00,02/02/2015,20:00,20,02
02-02-2015 21:00,02/02/2015,21:00,21,02
02-02-2015 22:00,02/02/2015,22:00,22,02
02-02-2015 23:00,02/02/2015,23:00,23,02
03-02-2015 00:00,03/02/2015,0:00,0,03
03-02-2015 01:00,03/02/2015,1:00,1,03
03-02-2015 02:00,03/02/2015,2:00,2,03
03-02-2015 03:00,03/02/2015,3:00,3,03
03-02-2015 04:00,03/02/2015,4:00,4,03
03-02-2015 05:00,03/02/2015,5:00,5,03
03-02-2015 06:00,03/02/2015,6:00,6,03
03-02-2015 07:00,03/02/2015,7:00,7,03
03-02-2015 08:00,03/02/2015,8:00,8,03
03-02-2015 09:00,03/02/2015,9:00,9,03
03-02-2015 10:00,03/02/2015,10:00,10,03
03-02-2015 11:00,03/02/2015,11:00,11,03
03-02-2015 12:00,03/02/2015,12:00,12,03
03-02-2015 13:00,03/02/2015,13:00,13,03
03-02-2015 14:00,03/02/2015,14:00,14,03
03-02-2015 15:00,03/02/2015,15:00,15,03
03-02-2015 16:00,03/02/2015,16:00,16,03
03-02-2015 17:00,03/02/2015,17:00,17,03
03-02-2015 18:00,03/02/2015,18:00,18,03
03-02-2015 19:00,03/02/2015,19:00,19,03
03-02-2015 20:00,03/02/2015,20:00,20,03
03-02-2015 21:00,03/02/2015,21:00,21,03
03-02-2015 22:00,03/02/2015,22:00,22,03
03-02-2015 23:00,03/02/2015,23:00,23,03
04-02-2015 00:00,04/02/2015,0:00,0,04
04-02-2015 01:00,04/02/2015,1:00,1,04
04-02-2015 02:00,04/02/2015,2:00,2,04
04-02-2015 03:00,04/02/2015,3:00,3,04
04-02-2015 04:00,04/02/2015,4:00,4,04
04-02-2015 05:00,04/02/2015,5:00,5,04
04-02-2015 06:00,04/02/2015,6:00,6,04
04-02-2015 07:00,04/02/2015,7:00,7,04
04-02-2015 08:00,04/02/2015,8:00,8,04
04-02-2015 09:00,04/02/2015,9:00,9,04
04-02-2015 10:00,04/02/2015,10:00,10,04
04-02-2015 11:00,04/02/2015,11:00,11,04
04-02-2015 12:00,04/02/2015,12:00,12,04
04-02-2015 13:00,04/02/2015,13:00,13,04
04-02-2015 14:00,04/02/2015,14:00,14,04
04-02-2015 15:00,04/02/2015,15:00,15,04
04-02-2015 16:00,04/02/2015,16:00,16,04
04-02-2015 17:00,04/02/2015,17:00,17,04
04-02-2015 18:00,04/02/2015,18:00,18,04
04-02-2015 19:00,04/02/2015,19:00,19,04
04-02-2015 20:00,04/02/2015,20:00,20,04
04-02-2015 21:00,04/02/2015,21:00,21,04
04-02-2015 22:00,04/02/2015,22:00,22,04
04-02-2015 23:00,04/02/2015,23:00,23,04
05-02-2015 00:00,05/02/2015,0:00,0,05
05-02-2015 01:00,05/02/2015,1:00,1,05
05-02-2015 02:00,05/02/2015,2:00,2,05
05-02-2015 03:00,05/02/2015,3:00,3,05
05-02-2015 04:00,05/02/2015,4:00,4,05
05-02-2015 05:00,05/02/2015,5:00,5,05
05-02-2015 06:00,05/02/2015,6:00,6,05
05-02-2015 07:00,05/02/2015,7:00,7,05
05-02-2015 08:00,05/02/2015,8:00,8,05
05-02-2015 09:00,05/02/2015,9:00,9,05
05-02-2015 10:00,05/02/2015,10:00,10,05
05-02-2015 11:00,05/02/2015,11:00,11,05
05-02-2015 12:00,05/02/2015,12:00,12,05
05-02-2015 13:00,05/02/2015,13:00,13,05
05-02-2015 14:00,05/02/2015,14:00,14,05
05-02-2015 15:00,05/02/2015,15:00,15,05
05-02-2015 16:00,05/02/2015,16:00,16,05
05-02-2015 17:00,05/02/2015,17:00,17,05
05-02-2015 18:00,05/02/2015,18:00,18,05
05-02-2015 19:00,05/02/2015,19:00,19,05
05-02-2015 20:00,05/02/2015,20:00,20,05
05-02-2015 21:00,05/02/2015,21:00,21,05
05-02-2015 22:00,05/02/2015,22:00,22,05
05-02-2015 23:00,05/02/2015,23:00,23,05
06-02-2015 00:00,06/02/2015,0:00,0,06
06-02-2015 01:00,06/02/2015,1:00,1,06
06-02-2015 02:00,06/02/2015,2:00,2,06
06-02-2015 03:00,06/02/2015,3:00,3,06
06-02-2015 04:00,06/02/2015,4:00,4,06
06-02-2015 05:00,06/02/2015,5:00,5,06
06-02-2015 06:00,06/02/2015,6:00,6,06
06-02-2015 07:00,06/02/2015,7:00,7,06
06-02-2015 08:00,06/02/2015,8:00,8,06
06-02-2015 09:00,06/02/2015,9:00,9,06
06-02-2015 10:00,06/02/2015,10:00,10,06
06-02-2015 11:00,06/02/2015,11:00,11,06
06-02-2015 12:00,06/02/2015,12:00,12,06
06-02-2015 13:00,06/02/2015,13:00,13,06
06-02-2015 14:00,06/02/2015,14:00,14,06
06-02-2015 15:00,06/02/2015,15:00,15,06
06-02-2015 16:00,06/02/2015,16:00,16,06
06-02-2015 17:00,06/02/2015,17:00,17,06
06-02-2015 18:00,06/02/2015,18:00,18,06
06-02-2015 19:00,06/02/2015,19:00,19,06
06-02-2015 20:00,06/02/2015,20:00,20,06
06-02-2015 21:00,06/02/2015,21:00,21,06
06-02-2015 22:00,06/02/2015,22:00,22,06
06-02-2015 23:00,06/02/2015,23:00,23,06
07-02-2015 00:00,07/02/2015,0:00,0,07
07-02-2015 01:00,07/02/2015,1:00,1,07
07-02-2015 02:00,07/02/2015,2:00,2,07
07-02-2015 03:00,07/02/2015,3:00,3,07
07-02-2015 04:00,07/02/2015,4:00,4,07
07-02-2015 05:00,07/02/2015,5:00,5,07
07-02-2015 06:00,07/02/2015,6:00,6,07
07-02-2015 07:00,07/02/2015,7:00,7,07
07-02-2015 08:00,07/02/2015,8:00,8,07
07-02-2015 09:00,07/02/2015,9:00,9,07
07-02-2015 10:00,07/02/2015,10:00,10,07
07-02-2015 11:00,07/02/2015,11:00,11,07
07-02-2015 12:00,07/02/2015,12:00,12,07
07-02-2015 13:00,07/02/2015,13:00,13,07
07-02-2015 14:00,07/02/2015,14:00,14,07
07-02-2015 15:00,07/02/2015,15:00,15,07
07-02-2015 16:00,07/02/2015,16:00,16,07
07-02-2015 17:00,07/02/2015,17:00,17,07
07-02-2015 18:00,07/02/2015,18:00,18,07
07-02-2015 19:00,07/02/2015,19:00,19,07
07-02-2015 20:00,07/02/2015,20:00,20,07
07-02-2015 21:00,07/02/2015,21:00,21,07
07-02-2015 22:00,07/02/2015,22:00,22,07
07-02-2015 23:00,07/02/2015,23:00,23,07
08-02-2015 00:00,08/02/2015,0:00,0,08
08-02-2015 01:00,08/02/2015,1:00,1,08
08-02-2015 02:00,08/02/2015,2:00,2,08
08-02-2015 03:00,08/02/2015,3:00,3,08
08-02-2015 04:00,08/02/2015,4:00,4,08
08-02-2015 05:00,08/02/2015,5:00,5,08
08-02-2015 06:00,08/02/2015,6:00,6,08
08-02-2015 07:00,08/02/2015,7:00,7,08
08-02-2015 08:00,08/02/2015,8:00,8,08
08-02-2015 09:00,08/02/2015,9:00,9,08
08-02-2015 10:00,08/02/2015,10:00,10,08
08-02-2015 11:00,08/02/2015,11:00,11,08
08-02-2015 12:00,08/02/2015,12:00,12,08
08-02-2015 13:00,08/02/2015,13:00,13,08
08-02-2015 14:00,08/02/2015,14:00,14,08
08-02-2015 15:00,08/02/2015,15:00,15,08
08-02-2015 16:00,08/02/2015,16:00,16,08
08-02-2015 17:00,08/02/2015,17:00,17,08
08-02-2015 18:00,08/02/2015,18:00,18,08
08-02-2015 19:00,08/02/2015,19:00,19,08
08-02-2015 20:00,08/02/2015,20:00,20,08
08-02-2015 21:00,08/02/2015,21:00,21,08
08-02-2015 22:00,08/02/2015,22:00,22,08
08-02-2015 23:00,08/02/2015,23:00,23,08
09-02-2015 00:00,09/02/2015,0:00,0,09
09-02-2015 01:00,09/02/2015,1:00,1,09
09-02-2015 02:00,09/02/2015,2:00,2,09
09-02-2015 03:00,09/02/2015,3:00,3,09
09-02-2015 04:00,09/02/2015,4:00,4,09
09-02-2015 05:00,09/02/2015,5:00,5,09
09-02-2015 06:00,09/02/2015,6:00,6,09
09-02-2015 07:00,09/02/2015,7:00,7,09
09-02-2015 08:00,09/02/2015,8:00,8,09
09-02-2015 09:00,09/02/2015,9:00,9,09
09-02-2015 10:00,09/02/2015,10:00,10,09
09-02-2015 11:00,09/02/2015,11:00,11,09
09-02-2015 12:00,09/02/2015,12:00,12,09
09-02-2015 13:00,09/02/2015,13:00,13,09
09-02-2015 14:00,09/02/2015,14:00,14,09
09-02-2015 15:00,09/02/2015,15:00,15,09
09-02-2015 16:00,09/02/2015,16:00,16,09
09-02-2015 17:00,09/02/2015,17:00,17,09
09-02-2015 18:00,09/02/2015,18:00,18,09
09-02-2015 19:00,09/02/2015,19:00,19,09
09-02-2015 20:00,09/02/2015,20:00,20,09
09-02-2015 21:00,09/02/2015,21:00,21,09
09-02-2015 22:00,09/02/2015,22:00,22,09
09-02-2015 23:00,09/02/2015,23:00,23,09
10-02-2015 00:00,10/02/2015,0:00,0,10
10-02-2015 01:00,10/02/2015,1:00,1,10
10-02-2015 02:00,10/02/2015,2:00,2,10
10-02-2015 03:00,10/02/2015,3:00,3,10
10-02-2015 04:00,10/02/2015,4:00,4,10
10-02-2015 05:00,10/02/2015,5:00,5,10
10-02-2015 06:00,10/02/2015,6:00,6,10
10-02-2015 07:00,10/02/2015,7:00,7,10
10-02-2015 08:00,10/02/2015,8:00,8,10
10-02-2015 09:00,10/02/2015,9:00,9,10
10-02-2015 10:00,10/02/2015,10:00,10,10
10-02-2015 11:00,10/02/2015,11:00,11,10
10-02-2015 12:00,10/02/2015,12:00,12,10
10-02-2015 13:00,10/02/2015,13:00,13,10
10-02-2015 14:00,10/02/2015,14:00,14,10
10-02-2015 15:00,10/02/2015,15:00,15,10
10-02-2015 16:00,10/02/2015,16:00,16,10
10-02-2015 17:00,10/02/2015,17:00,17,10
10-02-2015 18:00,10/02/2015,18:00,18,10
10-02-2015 19:00,10/02/2015,19:00,19,10
10-02-2015 20:00,10/02/2015,20:00,20,10
10-02-2015 21:00,10/02/2015,21:00,21,10
10-02-2015 22:00,10/02/2015,22:00,22,10
10-02-2015 23:00,10/02/2015,23:00,23,10
11-02-2015 00:00,11/02/2015,0:00,0,11
11-02-2015 01:00,11/02/2015,1:00,1,11
11-02-2015 02:00,11/02/2015,2:00,2,11
11-02-2015 03:00,11/02/2015,3:00,3,11
11-02-2015 04:00,11/02/2015,4:00,4,11
11-02-2015 05:00,11/02/2015,5:00,5,11
11-02-2015 06:00,11/02/2015,6:00,6,11
11-02-2015 07:00,11/02/2015,7:00,7,11
11-02-2015 08:00,11/02/2015,8:00,8,11
11-02-2015 09:00,11/02/2015,9:00,9,11
11-02-2015 10:00,11/02/2015,10:00,10,11
11-02-2015 11:00,11/02/2015,11:00,11,11
11-02-2015 12:00,11/02/2015,12:00,12,11
11-02-2015 13:00,11/02/2015,13:00,13,11
11-02-2015 14:00,11/02/2015,14:00,14,11
11-02-2015 15:00,11/02/2015,15:00,15,11
11-02-2015 16:00,11/02/2015,16:00,16,11
11-02-2015 17:00,11/02/2015,17:00,17,11
11-02-2015 18:00,11/02/2015,18:00,18,11
11-02-2015 19:00,11/02/2015,19:00,19,11
11-02-2015 20:00,11/02/2015,20:00,20,11
11-02-2015 21:00,11/02/2015,21:00,21,11
11-02-2015 22:00,11/02/2015,22:00,22,11
11-02-2015 23:00,11/02/2015,23:00,23,11
12-02-2015 00:00,12/02/2015,0:00,0,12
12-02-2015 01:00,12/02/2015,1:00,1,12
12-02-2015 02:00,12/02/2015,2:00,2,12
12-02-2015 03:00,12/02/2015,3:00,3,12
12-02-2015 04:00,12/02/2015,4:00,4,12
12-02-2015 05:00,12/02/2015,5:00,5,12
12-02-2015 06:00,12/02/2015,6:00,6,12
12-02-2015 07:00,12/02/2015,7:00,7,12
12-02-2015 08:00,12/02/2015,8:00,8,12
12-02-2015 09:00,12/02/2015,9:00,9,12
12-02-2015 10:00,12/02/2015,10:00,10,12
12-02-2015 11:00,12/02/2015,11:00,11,12
12-02-2015 12:00,12/02/2015,12:00,12,12
12-02-2015 13:00,12/02/2015,13:00,13,12
12-02-2015 14:00,12/02/2015,14:00,14,12
12-02-2015 15:00,12/02/2015,15:00,15,12
12-02-2015 16:00,12/02/2015,16:00,16,12
12-02-2015 17:00,12/02/2015,17:00,17,12
12-02-2015 18:00,12/02/2015,18:00,18,12
12-02-2015 19:00,12/02/2015,19:00,19,12
12-02-2015 20:00,12/02/2015,20:00,20,12
12-02-2015 21:00,12/02/2015,21:00,21,12
12-02-2015 22:00,12/02/2015,22:00,22,12
12-02-2015 23:00,12/02/2015,23:00,23,12
13-02-2015 00:00,13/02/2015,0:00,0,13
13-02-2015 01:00,13/02/2015,1:00,1,13
13-02-2015 02:00,13/02/2015,2:00,2,13
13-02-2015 03:00,13/02/2015,3:00,3,13
13-02-2015 04:00,13/02/2015,4:00,4,13
13-02-2015 05:00,13/02/2015,5:00,5,13
13-02-2015 06:00,13/02/2015,6:00,6,13
13-02-2015 07:00,13/02/2015,7:00,7,13
13-02-2015 08:00,13/02/2015,8:00,8,13
13-02-2015 09:00,13/02/2015,9:00,9,13
13-02-2015 10:00,13/02/2015,10:00,10,13
13-02-2015 11:00,13/02/2015,11:00,11,13
13-02-2015 12:00,13/02/2015,12:00,12,13
13-02-2015 13:00,13/02/2015,13:00,13,13
13-02-2015 14:00,13/02/2015,14:00,14,13
13-02-2015 15:00,13/02/2015,15:00,15,13
13-02-2015 16:00,13/02/2015,16:00,16,13
13-02-2015 17:00,13/02/2015,17:00,17,13
13-02-2015 18:00,13/02/2015,18:00,18,13
13-02-2015 19:00,13/02/2015,19:00,19,13
13-02-2015 20:00,13/02/2015,20:00,20,13
13-02-2015 21:00,13/02/2015,21:00,21,13
13-02-2015 22:00,13/02/2015,22:00,22,13
13-02-2015 23:00,13/02/2015,23:00,23,13
14-02-2015 00:00,14/02/2015,0:00,0,14
14-02-2015 01:00,14/02/2015,1:00,1,14
14-02-2015 02:00,14/02/2015,2:00,2,14
14-02-2015 03:00,14/02/2015,3:00,3,14
14-02-2015 04:00,14/02/2015,4:00,4,14
14-02-2015 05:00,14/02/2015,5:00,5,14
14-02-2015 06:00,14/02/2015,6:00,6,14
14-02-2015 07:00,14/02/2015,7:00,7,14
14-02-2015 08:00,14/02/2015,8:00,8,14
14-02-2015 09:00,14/02/2015,9:00,9,14
14-02-2015 10:00,14/02/2015,10:00,10,14
14-02-2015 11:00,14/02/2015,11:00,11,14
14-02-2015 12:00,14/02/2015,12:00,12,14
14-02-2015 13:00,14/02/2015,13:00,13,14
14-02-2015 14:00,14/02/2015,14:00,14,14
14-02-2015 15:00,14/02/2015,15:00,15,14
14-02-2015 16:00,14/02/2015,16:00,16,14
14-02-2015 17:00,14/02/2015,17:00,17,14
14-02-2015 18:00,14/02/2015,18:00,18,14
14-02-2015 19:00,14/02/2015,19:00,19,14
14-02-2015 20:00,14/02/2015,20:00,20,14
14-02-2015 21:00,14/02/2015,21:00,21,14
14-02-2015 22:00,14/02/2015,22:00,22,14
14-02-2015 23:00,14/02/2015,23:00,23,14
15-02-2015 00:00,15/02/2015,0:00,0,15
15-02-2015 01:00,15/02/2015,1:00,1,15
15-02-2015 02:00,15/02/2015,2:00,2,15
15-02-2015 03:00,15/02/2015,3:00,3,15
15-02-2015 04:00,15/02/2015,4:00,4,15
15-02-2015 05:00,15/02/2015,5:00,5,15
15-02-2015 06:00,15/02/2015,6:00,6,15
15-02-2015 07:00,15/02/2015,7:00,7,15
15-02-2015 08:00,15/02/2015,8:00,8,15
15-02-2015 09:00,15/02/2015,9:00,9,15
15-02-2015 10:00,15/02/2015,10:00,10,15
15-02-2015 11:00,15/02/2015,11:00,11,15
15-02-2015 12:00,15/02/2015,12:00,12,15
15-02-2015 13:00,15/02/2015,13:00,13,15
15-02-2015 14:00,15/02/2015,14:00,14,15
15-02-2015 15:00,15/02/2015,15:00,15,15
15-02-2015 16:00,15/02/2015,16:00,16,15
15-02-2015 17:00,15/02/2015,17:00,17,15
15-02-2015 18:00,15/02/2015,18:00,18,15
15-02-2015 19:00,15/02/2015,19:00,19,15
15-02-2015 20:00,15/02/2015,20:00,20,15
15-02-2015 21:00,15/02/2015,21:00,21,15
15-02-2015 22:00,15/02/2015,22:00,22,15
15-02-2015 23:00,15/02/2015,23:00,23,15
16-02-2015 00:00,16/02/2015,0:00,0,16
16-02-2015 01:00,16/02/2015,1:00,1,16
16-02-2015 02:00,16/02/2015,2:00,2,16
16-02-2015 03:00,16/02/2015,3:00,3,16
16-02-2015 04:00,16/02/2015,4:00,4,16
16-02-2015 05:00,16/02/2015,5:00,5,16
16-02-2015 06:00,16/02/2015,6:00,6,16
16-02-2015 07:00,16/02/2015,7:00,7,16
16-02-2015 08:00,16/02/2015,8:00,8,16
16-02-2015 09:00,16/02/2015,9:00,9,16
16-02-2015 10:00,16/02/2015,10:00,10,16
16-02-2015 11:00,16/02/2015,11:00,11,16
16-02-2015 12:00,16/02/2015,12:00,12,16
16-02-2015 13:00,16/02/2015,13:00,13,16
16-02-2015 14:00,16/02/2015,14:00,14,16
16-02-2015 15:00,16/02/2015,15:00,15,16
16-02-2015 16:00,16/02/2015,16:00,16,16
16-02-2015 17:00,16/02/2015,17:00,17,16
16-02-2015 18:00,16/02/2015,18:00,18,16
